user_id,financial_archetype,annual_income,annual_expenses,average_monthly_income,average_monthly_expenses,average_monthly_surplus,total_savings_transfers,average_monthly_savings,total_investment_transfers,savings_rate,essential_spending_total,discretionary_spending_total,discretionary_spending_share,rent_to_income_ratio,debt_repayment_total,debt_to_income_ratio,spending_volatility,income_volatility,estimated_emergency_buffer_months,target_property_price_used_for_projection,target_10_percent_deposit,target_20_percent_deposit,estimated_months_to_10_percent_deposit,estimated_months_to_20_percent_deposit,top_spending_categories,financial_strengths,financial_opportunities,financial_alignment_status,home_buying_roadmap,plain_english_financial_summary,full_financial_profile_text
11,Disciplined saver,97215.1,98742.78,8101.26,8228.56,-127.31,24792.11,2066.01,5956.42,0.255,49007.45,17991.82,0.1822,0.2993,1815.16,0.0187,2550.03,386.38,3.01,1260271,126027.1,252054.2,49.0,110.0,"Rent, Savings Transfer, Groceries, Investment Transfer, Travel",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Travel.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Disciplined saver. Over the last 12 months, they earned approximately $97,215
    and spent approximately $98,743. Their average monthly surplus is approximately $-127.
    Their savings rate is 25.5%, rent-to-income ratio is 29.9%, and debt-to-income ratio is 1.9%.
    Current home buying alignment status: Long-Term Alignment.","User 11 financial profile:
    Archetype: Disciplined saver.
    Annual income: $97,215.
    Annual expenses: $98,743.
    Average monthly income: $8,101.
    Average monthly expenses: $8,229.
    Average monthly surplus: $-127.
    Average monthly savings: $2,066.
    Total savings transfers: $24,792.
    Total investment transfers: $5,956.
    Savings rate: 25.5%.
    Rent-to-income ratio: 29.9%.
    Debt-to-income ratio: 1.9%.
    Emergency buffer estimate: 3.0 months.
    Spending volatility: $2,550.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Travel.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
12,High income / high spending,173544.91,169580.67,14462.08,14131.72,330.35,18912.93,1576.08,10923.47,0.109,80684.11,56713.0,0.3344,0.2849,9499.52,0.0547,4033.87,408.63,1.34,1378057,137805.7,275611.4,75.4,162.9,"Rent, Savings Transfer, Groceries, Investment Transfer, Personal Care",rent is reasonably controlled relative to income; low debt repayment pressure,"increase monthly savings rate; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Personal Care.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a High income / high spending. Over the last 12 months, they earned approximately $173,545
    and spent approximately $169,581. Their average monthly surplus is approximately $330.
    Their savings rate is 10.9%, rent-to-income ratio is 28.5%, and debt-to-income ratio is 5.5%.
    Current home buying alignment status: Emerging Alignment.","User 12 financial profile:
    Archetype: High income / high spending.
    Annual income: $173,545.
    Annual expenses: $169,581.
    Average monthly income: $14,462.
    Average monthly expenses: $14,132.
    Average monthly surplus: $330.
    Average monthly savings: $1,576.
    Total savings transfers: $18,913.
    Total investment transfers: $10,923.
    Savings rate: 10.9%.
    Rent-to-income ratio: 28.5%.
    Debt-to-income ratio: 5.5%.
    Emergency buffer estimate: 1.3 months.
    Spending volatility: $4,034.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Personal Care.
    Strengths: rent is reasonably controlled relative to income, low debt repayment pressure.
    Opportunities: increase monthly savings rate, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
13,Young professional building deposit,75316.33,79978.82,6276.36,6664.9,-388.54,14505.87,1208.82,1811.28,0.1926,45310.29,17715.13,0.2215,0.3313,3004.58,0.0399,2589.75,1714.69,2.18,1498499,149849.9,299699.8,112.0,235.9,"Rent, Savings Transfer, Groceries, Transport, Insurance",strong savings consistency; low debt repayment pressure; discretionary spending is relatively controlled,rent pressure may be slowing deposit growth; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Transport, Insurance.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Young professional building deposit. Over the last 12 months, they earned approximately $75,316
    and spent approximately $79,979. Their average monthly surplus is approximately $-389.
    Their savings rate is 19.3%, rent-to-income ratio is 33.1%, and debt-to-income ratio is 4.0%.
    Current home buying alignment status: Long-Term Alignment.","User 13 financial profile:
    Archetype: Young professional building deposit.
    Annual income: $75,316.
    Annual expenses: $79,979.
    Average monthly income: $6,276.
    Average monthly expenses: $6,665.
    Average monthly surplus: $-389.
    Average monthly savings: $1,209.
    Total savings transfers: $14,506.
    Total investment transfers: $1,811.
    Savings rate: 19.3%.
    Rent-to-income ratio: 33.1%.
    Debt-to-income ratio: 4.0%.
    Emergency buffer estimate: 2.2 months.
    Spending volatility: $2,590.
    Top spending categories: Rent, Savings Transfer, Groceries, Transport, Insurance.
    Strengths: strong savings consistency, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: rent pressure may be slowing deposit growth, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
14,Family under financial pressure,113004.34,114455.57,9417.03,9537.96,-120.94,3570.16,297.51,0.0,0.0316,86056.14,21982.12,0.1921,0.3855,15436.17,0.1366,3245.52,338.16,0.37,1077949,107794.9,215589.8,350.3,712.6,"Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Cafes",discretionary spending is relatively controlled,increase monthly savings rate; rent pressure may be slowing deposit growth; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Cafes.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Family under financial pressure. Over the last 12 months, they earned approximately $113,004
    and spent approximately $114,456. Their average monthly surplus is approximately $-121.
    Their savings rate is 3.2%, rent-to-income ratio is 38.5%, and debt-to-income ratio is 13.7%.
    Current home buying alignment status: Long-Term Alignment.","User 14 financial profile:
    Archetype: Family under financial pressure.
    Annual income: $113,004.
    Annual expenses: $114,456.
    Average monthly income: $9,417.
    Average monthly expenses: $9,538.
    Average monthly surplus: $-121.
    Average monthly savings: $298.
    Total savings transfers: $3,570.
    Total investment transfers: $0.
    Savings rate: 3.2%.
    Rent-to-income ratio: 38.5%.
    Debt-to-income ratio: 13.7%.
    Emergency buffer estimate: 0.4 months.
    Spending volatility: $3,246.
    Top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Cafes.
    Strengths: discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, rent pressure may be slowing deposit growth, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
15,Investor-oriented buyer,133514.32,125246.37,11126.19,10437.2,689.0,26109.9,2175.83,16770.4,0.1956,60894.62,20238.59,0.1616,0.252,7255.67,0.0543,3213.9,413.24,2.5,1002589,100258.9,200517.8,34.1,80.2,"Rent, Savings Transfer, Investment Transfer, Groceries, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Investor-oriented buyer. Over the last 12 months, they earned approximately $133,514
    and spent approximately $125,246. Their average monthly surplus is approximately $689.
    Their savings rate is 19.6%, rent-to-income ratio is 25.2%, and debt-to-income ratio is 5.4%.
    Current home buying alignment status: Emerging Alignment.","User 15 financial profile:
    Archetype: Investor-oriented buyer.
    Annual income: $133,514.
    Annual expenses: $125,246.
    Average monthly income: $11,126.
    Average monthly expenses: $10,437.
    Average monthly surplus: $689.
    Average monthly savings: $2,176.
    Total savings transfers: $26,110.
    Total investment transfers: $16,770.
    Savings rate: 19.6%.
    Rent-to-income ratio: 25.2%.
    Debt-to-income ratio: 5.4%.
    Emergency buffer estimate: 2.5 months.
    Spending volatility: $3,214.
    Top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
16,Emotionally reactive spender,91870.91,101201.8,7655.91,8433.48,-777.57,2996.37,249.7,0.0,0.0326,58414.71,36738.4,0.363,0.3105,12056.95,0.1312,2192.96,249.16,0.36,1077949,107794.9,215589.8,419.7,851.4,"Rent, Groceries, Entertainment, Dining Out, Personal Care",rent is reasonably controlled relative to income,"increase monthly savings rate; reduce debt repayment pressure before purchase; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Entertainment, Dining Out, Personal Care.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Emotionally reactive spender. Over the last 12 months, they earned approximately $91,871
    and spent approximately $101,202. Their average monthly surplus is approximately $-778.
    Their savings rate is 3.3%, rent-to-income ratio is 31.1%, and debt-to-income ratio is 13.1%.
    Current home buying alignment status: Long-Term Alignment.","User 16 financial profile:
    Archetype: Emotionally reactive spender.
    Annual income: $91,871.
    Annual expenses: $101,202.
    Average monthly income: $7,656.
    Average monthly expenses: $8,433.
    Average monthly surplus: $-778.
    Average monthly savings: $250.
    Total savings transfers: $2,996.
    Total investment transfers: $0.
    Savings rate: 3.3%.
    Rent-to-income ratio: 31.1%.
    Debt-to-income ratio: 13.1%.
    Emergency buffer estimate: 0.4 months.
    Spending volatility: $2,193.
    Top spending categories: Rent, Groceries, Entertainment, Dining Out, Personal Care.
    Strengths: rent is reasonably controlled relative to income.
    Opportunities: increase monthly savings rate, reduce debt repayment pressure before purchase, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
17,Financially recovering buyer,83293.54,85025.97,6941.13,7085.5,-144.37,7689.55,640.8,1252.44,0.0923,54429.68,18997.83,0.2234,0.3161,12451.27,0.1495,1890.69,1939.03,1.09,1797861,179786.1,359572.2,268.6,549.1,"Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment",rent is reasonably controlled relative to income; discretionary spending is relatively controlled,increase monthly savings rate; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Financially recovering buyer. Over the last 12 months, they earned approximately $83,294
    and spent approximately $85,026. Their average monthly surplus is approximately $-144.
    Their savings rate is 9.2%, rent-to-income ratio is 31.6%, and debt-to-income ratio is 14.9%.
    Current home buying alignment status: Long-Term Alignment.","User 17 financial profile:
    Archetype: Financially recovering buyer.
    Annual income: $83,294.
    Annual expenses: $85,026.
    Average monthly income: $6,941.
    Average monthly expenses: $7,085.
    Average monthly surplus: $-144.
    Average monthly savings: $641.
    Total savings transfers: $7,690.
    Total investment transfers: $1,252.
    Savings rate: 9.2%.
    Rent-to-income ratio: 31.6%.
    Debt-to-income ratio: 14.9%.
    Emergency buffer estimate: 1.1 months.
    Spending volatility: $1,891.
    Top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    Strengths: rent is reasonably controlled relative to income, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
18,Highly structured budgeter,97606.95,87416.08,8133.91,7284.67,849.24,22941.9,1911.82,4752.93,0.235,47481.9,11562.91,0.1323,0.2792,2059.0,0.0211,2673.7,326.37,3.15,961403,96140.3,192280.6,38.3,88.6,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Highly structured budgeter. Over the last 12 months, they earned approximately $97,607
    and spent approximately $87,416. Their average monthly surplus is approximately $849.
    Their savings rate is 23.5%, rent-to-income ratio is 27.9%, and debt-to-income ratio is 2.1%.
    Current home buying alignment status: Emerging Alignment.","User 18 financial profile:
    Archetype: Highly structured budgeter.
    Annual income: $97,607.
    Annual expenses: $87,416.
    Average monthly income: $8,134.
    Average monthly expenses: $7,285.
    Average monthly surplus: $849.
    Average monthly savings: $1,912.
    Total savings transfers: $22,942.
    Total investment transfers: $4,753.
    Savings rate: 23.5%.
    Rent-to-income ratio: 27.9%.
    Debt-to-income ratio: 2.1%.
    Emergency buffer estimate: 3.1 months.
    Spending volatility: $2,674.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
19,Entrepreneur / variable income buyer,117286.52,110546.2,9773.88,9212.18,561.69,13430.46,1119.2,7327.53,0.1145,61333.46,27489.63,0.2487,0.2984,6115.25,0.0521,3392.34,5015.6,1.46,1378057,137805.7,275611.4,111.1,234.3,"Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment",rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,increase monthly savings rate; reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Entrepreneur / variable income buyer. Over the last 12 months, they earned approximately $117,287
    and spent approximately $110,546. Their average monthly surplus is approximately $562.
    Their savings rate is 11.5%, rent-to-income ratio is 29.8%, and debt-to-income ratio is 5.2%.
    Current home buying alignment status: Emerging Alignment.","User 19 financial profile:
    Archetype: Entrepreneur / variable income buyer.
    Annual income: $117,287.
    Annual expenses: $110,546.
    Average monthly income: $9,774.
    Average monthly expenses: $9,212.
    Average monthly surplus: $562.
    Average monthly savings: $1,119.
    Total savings transfers: $13,430.
    Total investment transfers: $7,328.
    Savings rate: 11.5%.
    Rent-to-income ratio: 29.8%.
    Debt-to-income ratio: 5.2%.
    Emergency buffer estimate: 1.5 months.
    Spending volatility: $3,392.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    Strengths: rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
20,Remote worker lifestyle optimizer,109569.0,101810.58,9130.75,8484.21,646.54,20259.54,1688.3,5997.29,0.1849,55119.78,19774.5,0.1942,0.299,3042.43,0.0278,2466.82,2538.27,2.39,1708603,170860.3,341720.6,89.2,190.4,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Remote worker lifestyle optimizer. Over the last 12 months, they earned approximately $109,569
    and spent approximately $101,811. Their average monthly surplus is approximately $647.
    Their savings rate is 18.5%, rent-to-income ratio is 29.9%, and debt-to-income ratio is 2.8%.
    Current home buying alignment status: Emerging Alignment.","User 20 financial profile:
    Archetype: Remote worker lifestyle optimizer.
    Annual income: $109,569.
    Annual expenses: $101,811.
    Average monthly income: $9,131.
    Average monthly expenses: $8,484.
    Average monthly surplus: $647.
    Average monthly savings: $1,688.
    Total savings transfers: $20,260.
    Total investment transfers: $5,997.
    Savings rate: 18.5%.
    Rent-to-income ratio: 29.9%.
    Debt-to-income ratio: 2.8%.
    Emergency buffer estimate: 2.4 months.
    Spending volatility: $2,467.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
21,Disciplined saver,101184.17,94013.56,8432.01,7834.46,597.55,24367.47,2030.62,5996.38,0.2408,47843.56,14208.42,0.1511,0.2848,1757.94,0.0174,1690.79,389.01,3.11,1089888,108988.8,217977.6,41.7,95.3,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Disciplined saver. Over the last 12 months, they earned approximately $101,184
    and spent approximately $94,014. Their average monthly surplus is approximately $598.
    Their savings rate is 24.1%, rent-to-income ratio is 28.5%, and debt-to-income ratio is 1.7%.
    Current home buying alignment status: Emerging Alignment.","User 21 financial profile:
    Archetype: Disciplined saver.
    Annual income: $101,184.
    Annual expenses: $94,014.
    Average monthly income: $8,432.
    Average monthly expenses: $7,834.
    Average monthly surplus: $598.
    Average monthly savings: $2,031.
    Total savings transfers: $24,367.
    Total investment transfers: $5,996.
    Savings rate: 24.1%.
    Rent-to-income ratio: 28.5%.
    Debt-to-income ratio: 1.7%.
    Emergency buffer estimate: 3.1 months.
    Spending volatility: $1,691.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
22,High income / high spending,175670.64,167493.84,14639.22,13957.82,681.4,18915.77,1576.31,10742.85,0.1077,83756.35,52641.08,0.3143,0.292,9722.45,0.0553,5381.2,4017.46,1.36,1488854,148885.4,297770.8,82.5,176.9,"Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment",rent is reasonably controlled relative to income; low debt repayment pressure,"increase monthly savings rate; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a High income / high spending. Over the last 12 months, they earned approximately $175,671
    and spent approximately $167,494. Their average monthly surplus is approximately $681.
    Their savings rate is 10.8%, rent-to-income ratio is 29.2%, and debt-to-income ratio is 5.5%.
    Current home buying alignment status: Emerging Alignment.","User 22 financial profile:
    Archetype: High income / high spending.
    Annual income: $175,671.
    Annual expenses: $167,494.
    Average monthly income: $14,639.
    Average monthly expenses: $13,958.
    Average monthly surplus: $681.
    Average monthly savings: $1,576.
    Total savings transfers: $18,916.
    Total investment transfers: $10,743.
    Savings rate: 10.8%.
    Rent-to-income ratio: 29.2%.
    Debt-to-income ratio: 5.5%.
    Emergency buffer estimate: 1.4 months.
    Spending volatility: $5,381.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    Strengths: rent is reasonably controlled relative to income, low debt repayment pressure.
    Opportunities: increase monthly savings rate, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
23,Young professional building deposit,77478.73,79472.92,6456.56,6622.74,-166.18,14371.37,1197.61,1743.77,0.1855,45868.82,16285.75,0.2049,0.3303,2953.76,0.0381,2179.36,320.58,2.17,1306329,130632.9,261265.8,97.1,206.2,"Rent, Savings Transfer, Groceries, Transport, Insurance",strong savings consistency; low debt repayment pressure; discretionary spending is relatively controlled,rent pressure may be slowing deposit growth; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Transport, Insurance.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Young professional building deposit. Over the last 12 months, they earned approximately $77,479
    and spent approximately $79,473. Their average monthly surplus is approximately $-166.
    Their savings rate is 18.5%, rent-to-income ratio is 33.0%, and debt-to-income ratio is 3.8%.
    Current home buying alignment status: Long-Term Alignment.","User 23 financial profile:
    Archetype: Young professional building deposit.
    Annual income: $77,479.
    Annual expenses: $79,473.
    Average monthly income: $6,457.
    Average monthly expenses: $6,623.
    Average monthly surplus: $-166.
    Average monthly savings: $1,198.
    Total savings transfers: $14,371.
    Total investment transfers: $1,744.
    Savings rate: 18.5%.
    Rent-to-income ratio: 33.0%.
    Debt-to-income ratio: 3.8%.
    Emergency buffer estimate: 2.2 months.
    Spending volatility: $2,179.
    Top spending categories: Rent, Savings Transfer, Groceries, Transport, Insurance.
    Strengths: strong savings consistency, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: rent pressure may be slowing deposit growth, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
24,Family under financial pressure,112542.28,112898.8,9378.52,9408.23,-29.71,3637.08,303.09,0.0,0.0323,84245.63,21941.68,0.1943,0.382,15509.69,0.1378,3794.38,293.52,0.39,1019448,101944.8,203889.6,324.4,660.7,"Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Dining Out",discretionary spending is relatively controlled,increase monthly savings rate; rent pressure may be slowing deposit growth; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Dining Out.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Family under financial pressure. Over the last 12 months, they earned approximately $112,542
    and spent approximately $112,899. Their average monthly surplus is approximately $-30.
    Their savings rate is 3.2%, rent-to-income ratio is 38.2%, and debt-to-income ratio is 13.8%.
    Current home buying alignment status: Long-Term Alignment.","User 24 financial profile:
    Archetype: Family under financial pressure.
    Annual income: $112,542.
    Annual expenses: $112,899.
    Average monthly income: $9,379.
    Average monthly expenses: $9,408.
    Average monthly surplus: $-30.
    Average monthly savings: $303.
    Total savings transfers: $3,637.
    Total investment transfers: $0.
    Savings rate: 3.2%.
    Rent-to-income ratio: 38.2%.
    Debt-to-income ratio: 13.8%.
    Emergency buffer estimate: 0.4 months.
    Spending volatility: $3,794.
    Top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Dining Out.
    Strengths: discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, rent pressure may be slowing deposit growth, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
25,Investor-oriented buyer,134995.72,124551.37,11249.64,10379.28,870.36,26144.96,2178.75,16798.24,0.1937,59495.28,20741.93,0.1665,0.2474,7141.34,0.0529,3032.87,3110.88,2.52,926851,92685.1,185370.2,30.5,73.1,"Rent, Savings Transfer, Investment Transfer, Groceries, Cafes",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Cafes.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Investor-oriented buyer. Over the last 12 months, they earned approximately $134,996
    and spent approximately $124,551. Their average monthly surplus is approximately $870.
    Their savings rate is 19.4%, rent-to-income ratio is 24.7%, and debt-to-income ratio is 5.3%.
    Current home buying alignment status: Emerging Alignment.","User 25 financial profile:
    Archetype: Investor-oriented buyer.
    Annual income: $134,996.
    Annual expenses: $124,551.
    Average monthly income: $11,250.
    Average monthly expenses: $10,379.
    Average monthly surplus: $870.
    Average monthly savings: $2,179.
    Total savings transfers: $26,145.
    Total investment transfers: $16,798.
    Savings rate: 19.4%.
    Rent-to-income ratio: 24.7%.
    Debt-to-income ratio: 5.3%.
    Emergency buffer estimate: 2.5 months.
    Spending volatility: $3,033.
    Top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Cafes.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
